Ticker,Name,Sector,Industry,CMP,Final_Score,Tech_Score,Fund_Score,Sent_Score,Pre_Score,Forecast_Score,Intrinsic_Value,Margin_Safety,PE,ROE,Debt_to_Equity,PEG_Ratio,Market_Cap,Div_Yield,ROCE,OPM,FreeCashFlow,Sales,ProfitGrowth3Y,QtrSalesGrowth,QtrProfitGrowth,Reason,QualityScore,ROI_6to12_Score,Target,WinProbability,ExpectedReturn
MHLXMIRU.NS,MHLXMIRU.NS,Consumer Cyclical,Textile Manufacturing,197.44,0.325,0.0,0.7142857142857143,0.5,0.325,0.0,179.05,-9.62,10.344648,0.29202998,18.767,0,2103876480,0.0,27.461192736940863,22.574,3.9750876,-22.276230360011475,32.03832119903105,26.9,68.10000000000001,Earnings Breakout + Momentum,7,10,1,0.09684074335816831,15-21%
POLYCAB.NS,POLYCAB.NS,Industrials,Electrical Equipment & Parts,7323.5,0.5012344999999999,0.6,0.5714285714285714,0.6082299999999999,0.5012344999999999,0.0,1608.09,-78.03,44.810482,0.25748,2.087,0,1101623328768,0.48,25.273547796822605,14.357,838.2611456,22.43248573048293,30.51538142466889,17.8,56.00000000000001,Earnings Breakout + Momentum,7,10,1,0.0948018841279921,15-21%
GPPL.NS,GPPL.NS,Industrials,Marine Shipping,184.78,0.5180275,0.6,0.7142857142857143,0.38685,0.5180275,0.0,104.89,-43.23,18.721378,0.20214,2.111,0,89330024448,5.84,23.88932221860441,48.835,146.7657472,9.923649511938294,26.2298120768077,31.9,112.79999999999998,Earnings Breakout + Momentum,7,10,1,0.0903863225659257,15-21%
CARERATING.NS,CARERATING.NS,Financial Services,Financial Data & Stock Exchanges,1607.1,0.5897275,0.6,0.7142857142857143,0.86485,0.5897275,0.0,573.26,-64.05,31.404097,0.19013001,2.913,0,47907758080,1.18,24.10786188861993,47.626000000000005,100.6108736,17.664354119131854,22.254163582920334,16.2,22.5,Earnings Breakout + Momentum,7,10,1,0.089710688190336,15-21%
CAPLIPOINT.NS,CAPLIPOINT.NS,Healthcare,Drug Manufacturers - Specialty & Generic,1760.4,0.325,0.0,0.7142857142857143,0.5,0.325,0.0,839.5,-52.31,22.809017,0.20658001,0.166,0,134036660224,0.35,23.759400078567825,31.976998,77.18,15.13596989723136,21.387912202218278,10.5,18.3,Earnings Breakout + Momentum,7,10,1,0.08847481277554166,15-21%
SJS.NS,SJS.NS,Consumer Cyclical,Auto Parts,1684.6,0.5349999999999999,0.6,0.7142857142857143,0.5,0.5349999999999999,0.0,482.87,-71.55,39.34616,0.20193,4.444,0,54263746560,0.15,22.87156829076133,22.555,105.6380032,26.16843001227518,28.89304153749579,25.4,49.2,Earnings Breakout + Momentum,7,10,1,0.08783012128109294,15-21%
MANORAMA.NS,MANORAMA.NS,Consumer Defensive,Packaged Foods,1305.7,0.345,0.2,0.5714285714285714,0.5,0.345,0.0,246.11,-81.11,45.561382,0.36304,66.88,0,77820960768,0.05,19.45946359731236,25.315002,7.6252752,40.29711961508258,65.67030216625085,65.4,107.2,Earnings Breakout + Momentum,7,10,1,0.08730240568623163,15-21%
LUPIN.NS,LUPIN.NS,Healthcare,Drug Manufacturers - Specialty & Generic,2195.9,0.7565352000000001,0.8,0.7142857142857143,0.66964,0.6304460000000001,0.0,955.63,-56.64,23.342512,0.24529,31.513,0,1006784610304,0.55,19.23474482891722,25.837,1799.4274816,11.077382597600582,29.01826250560562,24.2,73.2,Earnings Breakout + Momentum,7,10,1,0.08692188924498279,15-21%
ELGIEQUIP.NS,ELGIEQUIP.NS,Industrials,Specialty Industrial Machinery,439.25,0.325,0.0,0.7142857142857143,0.5,0.325,0.0,132.61,-69.85,35.764225,0.20885,26.275,0,139062231040,0.5,21.732303513834665,12.314,376.3425024,11.641332811289672,25.203858027118176,11.4,28.1,Earnings Breakout + Momentum,7,10,1,0.08582270940516083,15-21%
SAKSOFT.NS,SAKSOFT.NS,Technology,Information Technology Services,184.06,0.395,0.2,0.7142857142857143,0.5,0.395,0.0,107.28,-41.58,19.64171,0.19754,7.303,0,23474544640,0.49,22.293455226418484,18.311001,81.750912,22.49311262587037,19.8098886956112,20.1,33.5,Earnings Breakout + Momentum,7,10,1,0.08530091806294918,15-21%
RATNAMANI.NS,RATNAMANI.NS,Basic Materials,Steel,2064.6,0.3472,0.0,0.7142857142857143,0.648,0.3472,0.0,1036.7,-49.79,23.86821,0.1708,6.134,0,144730177536,0.69,20.190644424905333,15.038000000000002,724.7709696,18.128742647952635,19.019710667456778,22.7,37.1,Earnings Breakout + Momentum,7,10,1,0.08334523285276976,15-21%
ASTRAZEN.NS,ASTRAZEN.NS,Healthcare,Drug Manufacturers - Specialty & Generic,8284.0,0.295,0.2,0.4285714285714285,0.5,0.295,0.0,756.28,-90.89,104.33799,0.26942,4.354,0,207735930880,0.39,20.48679171805024,12.987000000000002,31.3624992,28.598866558109304,23.39595456828836,37.0,41.1,Earnings Breakout + Momentum,7,10,1,0.08259179029079138,15-21%
BIKAJI.NS,BIKAJI.NS,Consumer Defensive,Packaged Foods,699.25,0.287609,0.0,0.5714285714285714,0.58406,0.287609,0.0,107.08,-84.68,81.946075,0.14022,19.446,0,175164293120,0.14,17.87905480214584,12.585,88.9315264,16.66488011193539,37.09204495889302,15.1,15.2,Earnings Breakout + Momentum,7,10,1,0.0798412325343696,15-21%
OBEROIRLTY.NS,OBEROIRLTY.NS,Real Estate,Real Estate - Development,1648.4,0.395,0.2,0.7142857142857143,0.5,0.395,0.0,798.12,-51.53,26.779963,0.1416,18.083,0,599065493504,0.49,16.851048652357324,55.471003,169.5329792,25.064101587815337,28.5723571070881,34.8,29.0,Earnings Breakout + Momentum,7,10,1,0.07843894309713438,15-21%
EPL.NS,EPL.NS,Consumer Cyclical,Packaging & Containers,206.99,0.4083425,0.2,0.7142857142857143,0.58895,0.4083425,0.0,153.98,-26.01,16.194553,0.17245,32.296,0,66656657408,2.42,17.51940545004129,14.023,208.2875008,6.887282616451396,18.747157495940517,11.0,19.5,Earnings Breakout + Momentum,7,10,1,0.07739626516492526,15-21%
LODHA.NS,LODHA.NS,Real Estate,Real Estate - Development,1058.8,0.3968175,0.2,0.7142857142857143,0.5121166666666667,0.3968175,0.0,399.88,-62.26,31.769117,0.16833,45.111,0,1058458238976,0.4,15.379959058191664,27.311000000000003,429.9500032,14.331504944552243,31.981198780118586,44.7,86.1,Earnings Breakout + Momentum,7,10,1,0.07675066803960086,15-21%
STALLION.NS,STALLION.NS,Basic Materials,Specialty Chemicals,216.09,0.526805,0.6,0.5714285714285714,0.7787,0.526805,0.0,66.49,-69.23,43.478874,0.19826001,0.366,0,17141394432,0.0,15.60901428587444,14.63,1.112025,26.690459348681816,15.266103440623112,55.60000000000001,914.3,Earnings Breakout + Momentum,7,10,1,0.07609890713258671,15-21%
PRIVISCL.NS,PRIVISCL.NS,Basic Materials,Specialty Chemicals,2693.4,0.465,0.4,0.7142857142857143,0.5,0.465,0.0,698.97,-74.06,39.394825,0.22715999,86.003,0,105273991168,0.19,15.381282579359198,21.655001,7.6484248,14.256936035987056,24.295234915066175,27.4,110.3,Earnings Breakout + Momentum,7,10,1,0.07477246568163688,15-21%
TIPSMUSIC.NS,TIPSMUSIC.NS,Communication Services,Entertainment,549.25,0.3316666666666666,0.4,0.3333333333333333,0.5,0.3316666666666666,0.0,81.7,-85.13,37.26255,0.0,1.065,0,70211502080,3.02,106.6548122186716,78.34100000000001,0.0,31.836538107701926,37.15560719153503,21.4,32.7,Earnings Breakout + Momentum,6,9,1,0.3878867406561347,12-18%
WAAREEINDO.NS,WAAREEINDO.NS,Technology,Solar,487.65,0.395,0.2,0.7142857142857143,0.5,0.395,0.0,237.66,-50.64,9.385965,2.2037601,1.522,0,20032178176,0.0,77.2905209964901,30.368,109.4843392,inf,-23.490421420759933,619.4,388.6,Earnings Breakout + Momentum,6,9,1,0.24040686625190952,12-18%
GKENERGY.NS,GKENERGY.NS,Utilities,Utilities - Renewable,140.44,0.2749999999999999,0.0,0.5714285714285714,0.5,0.2749999999999999,0.0,84.19,-40.48,17.25,0.37502,54.322,0,28688500736,0.0,46.91138232331514,17.817,-359.91424,149.55787200714173,340.6377001417495,91.5,53.0,Earnings Breakout + Momentum,6,9,1,0.21893350057594912,12-18%
SHILCTECH.NS,SHILCTECH.NS,Industrials,Electrical Equipment & Parts,3820.0,0.285,0.4,0.2,0.5,0.285,0.0,1156.51,-69.72,23.584614,0.0,0.0,0,43701563392,0.0,56.90695985355264,30.227,0.0,51.2259788426442,118.69218538142184,10.7,21.8,Earnings Breakout + Momentum,6,9,1,0.19228175336285666,12-18%
ANANDRATHI.NS,ANANDRATHI.NS,Financial Services,Asset Management,3084.2,0.3641908333333333,0.6,0.1666666666666666,0.63905,0.3641908333333333,0.0,312.77,-89.8,69.024994,0.0,9.912,0,254660034560,0.42,59.836124473427645,45.431998,0.0,31.025589110512342,33.24998657674918,25.2,29.9,Earnings Breakout + Momentum,6,9,1,0.18014608379373698,12-18%
DIXON.NS,DIXON.NS,Technology,Consumer Electronics,11103.0,0.410902,0.4,0.5714285714285714,0.47268,0.410902,0.0,2084.56,-81.23,43.12279,0.47032002,29.663,0,672185778176,0.07,53.35223876880168,3.131,396.016256,53.50257275959724,79.2649609450878,28.8,80.2,Earnings Breakout + Momentum,6,9,1,0.1737437288350111,12-18%
BRITANNIA.NS,BRITANNIA.NS,Consumer Defensive,Packaged Foods,5906.5,0.452028,0.6,0.4285714285714285,0.61352,0.452028,0.0,579.46,-90.19,61.352306,0.66230005,58.424,0,1423200878592,1.27,54.7106885883118,17.962,1732.882432,7.935922613169355,12.63195210933581,3.7,23.200000000000003,Earnings Breakout + Momentum,7,9,1,0.1701518487986821,12-18%
AHCL.NS,AHCL.NS,Healthcare,Drug Manufacturers - Specialty & Generic,128.36,0.1916666666666666,0.0,0.3333333333333333,0.5,0.1916666666666666,0.0,76.47,-40.42,25.218075,0.0,26.981,0,6822526464,0.0,20.859173702391068,25.451002,0.0,28.159901254277607,475.40337095548233,116.0,441.5,Earnings Breakout + Momentum,6,9,1,0.16882505894684707,12-18%
SAATVIKGL.NS,SAATVIKGL.NS,Technology,Solar,384.15,0.32,0.2,0.5,0.5,0.32,0.0,251.33,-34.58,14.634286,0.0,47.22,0,48827387904,0.0,40.56160501661943,14.300999,0.0,65.06116638816695,229.890507837973,61.6,35.2,Earnings Breakout + Momentum,6,9,1,0.16673879837004188,12-18%
DAMCAPITAL.NS,DAMCAPITAL.NS,Financial Services,Capital Markets,205.04,0.25,0.0,0.5,0.5,0.25,0.0,125.21,-39.06,12.931403,0.0,1.278,0,14524559360,0.49,51.81271702199156,66.79399599999999,0.0,37.26129219008325,67.97181113878096,66.4,140.39999999999998,Earnings Breakout + Momentum,6,9,1,0.16504955260352658,12-18%
DEVIT.NS,DEVIT.NS,Technology,Information Technology Services,33.6,0.425,0.0,1.0,0.5,0.425,0.0,83.8,146.63,2.4893773,0.79074997,18.23,0,3828542208,0.6,22.76385283425805,4.745,1.5093,19.46586058613551,380.57770581683263,35.0,754.6,Earnings Breakout + Momentum,6,9,1,0.15678792479270057,12-18%
NILASPACES.NS,NILASPACES.NS,Real Estate,Real Estate - Development,14.51,0.485,0.6,0.5714285714285714,0.5,0.485,0.0,6.66,-54.13,29.02,0.13663,62.622,0,5718665216,0.0,23.731332429841668,20.187001,-31.722864,194.30915528187768,394.71776994167857,32.2,55.60000000000001,Earnings Breakout + Momentum,6,9,1,0.15644787088114173,12-18%
PREMIERENE.NS,PREMIERENE.NS,Technology,Solar,728.4,0.5007525,0.4,0.7142857142857143,0.7383500000000001,0.5007525,0.0,207.89,-71.39,29.164993,0.41425,46.964,0,326805487616,0.1,28.66410891183592,22.604,-272.6713856,106.176414409138,302.6077302863639,20.3,38.2,Earnings Breakout + Momentum,6,9,1,0.14974607048758587,12-18%
NATIONALUM.NS,NATIONALUM.NS,Basic Materials,Aluminum,373.55,0.5349999999999999,0.6,0.7142857142857143,0.5,0.5349999999999999,0.0,284.46,-23.89,11.230469,0.34459,0.282,0,686697873408,3.88,39.42971434773315,40.653,4887.9239168,5.438531862598772,21.30268812450602,7.3,36.7,Earnings Breakout + Momentum,7,9,1,0.1431105440614156,12-18%
ABBOTINDIA.NS,ABBOTINDIA.NS,Healthcare,Drug Manufacturers - Specialty & Generic,27880.0,0.395,0.2,0.7142857142857143,0.5,0.395,0.0,5494.76,-80.28,39.187553,0.40068,4.549,0,592005562368,1.7,44.84556417797621,27.517998,1593.5850496,9.273508633980088,20.98558117934888,7.6,15.8,Earnings Breakout + Momentum,7,9,1,0.14176088894127226,12-18%
INDIANHUME.NS,INDIANHUME.NS,Industrials,Engineering & Construction,395.3,0.565,0.4,1.0,0.5,0.565,0.0,804.81,104.16,3.6422434,0.5034,35.77,0,20797732864,0.46,39.49963732788133,12.783,194.3356928,-0.6296403531187211,112.94813690204212,2.9000000000000004,161.5,Earnings Breakout + Momentum,7,9,1,0.14103699615382645,12-18%
HDFCAMC.NS,HDFCAMC.NS,Financial Services,Asset Management,2554.1,0.4606333333333333,0.4,0.6666666666666666,0.582,0.4606333333333333,0.0,535.06,-79.04,38.150032,0.37780997,0.0,0,1094002147328,1.81,40.52888198986959,78.245,2269.6112128,18.25786861355414,20.871988846770904,6.2,24.2,Earnings Breakout + Momentum,7,9,1,0.13552522164828443,12-18%
MPSLTD.NS,MPSLTD.NS,Communication Services,Publishing,1884.2,0.3474775,0.0,0.7142857142857143,0.64985,0.3474775,0.0,826.57,-55.93,17.839071,0.38149,2.061,0,31821301760,4.41,42.20223064830763,27.962,141.8062336,17.64715732382449,19.56406776989157,9.4,57.2,Earnings Breakout + Momentum,7,9,1,0.12821435907574077,12-18%
CRIZAC.NS,CRIZAC.NS,Consumer Defensive,Education & Training Services,252.35,0.465,0.4,0.7142857142857143,0.5,0.465,0.0,90.39,-64.05,23.71698,0.37052,0.014,0,43990597632,0.0,40.069708479219074,32.589,-245.5859712,47.72029288545279,31.16986091572138,24.9,137.9,Earnings Breakout + Momentum,6,9,1,0.12407289724135655,12-18%
SEDEMAC.NS,SEDEMAC.NS,Consumer Cyclical,Auto Parts,2064.4,0.3671999999999999,0.2,0.5714285714285714,0.648,0.3671999999999999,0.0,223.24,-89.19,87.47457,0.27527002,16.126,0,91166998528,0.0,31.754796630854493,14.807001,-25.534,35.848607372446864,129.46389489860036,59.9,253.2,Earnings Breakout + Momentum,6,9,1,0.12312248066887038,12-18%
DRCSYSTEMS.NS,DRCSYSTEMS.NS,Technology,Information Technology Services,16.75,0.395,0.2,0.7142857142857143,0.5,0.395,0.0,12.24,-26.09,13.57377,0.24643,4.245,0,2409258752,0.0,26.185064884798905,19.665001,-5.3345376,49.66566543727464,177.79549122283856,41.5,29.2,Earnings Breakout + Momentum,6,9,1,0.11822394098157099,12-18%
INDRAMEDCO.NS,INDRAMEDCO.NS,Healthcare,Medical Care Facilities,407.8,0.5349999999999999,0.6,0.7142857142857143,0.5,0.5349999999999999,0.0,175.48,-57.0,21.433823,0.29547,4.76,0,37428576256,1.1,36.7617483408192,15.865000000000002,143.5487488,14.875406000096891,40.03965389979904,8.9,16.6,Earnings Breakout + Momentum,7,9,1,0.1180837431738956,12-18%
ENRIN.NS,ENRIN.NS,Utilities,Utilities - Renewable,2363.5,0.415,0.4,0.5714285714285714,0.5,0.415,0.0,292.75,-87.63,76.45349,0.28957,3.369,0,842937270272,0.17,34.59475498139821,16.929,2979.8750208,0.0,0.0,27.3,31.3,Earnings Breakout + Momentum,6,9,1,0.11716122759479775,12-18%
WAAREEENER.NS,WAAREEENER.NS,Technology,Solar,2749.6,0.3515461666666666,0.4,0.3333333333333333,0.63253,0.3515461666666666,0.0,1010.33,-63.26,24.231956,0.0,25.128,0,790897426432,0.15,24.77165880635248,21.955,0.0,71.62592153516059,191.1810336753546,118.8,101.29999999999998,Earnings Breakout + Momentum,6,9,1,0.11671337473639952,12-18%
NBCC.NS,NBCC.NS,Industrials,Engineering & Construction,105.18,0.3711644999999999,0.2,0.5714285714285714,0.67443,0.3711644999999999,0.0,22.26,-78.85,47.396397,0.22934,0.011,0,284094005248,1.04,37.1218062804448,6.909999999999999,3.5175376,15.36886173877996,34.11492077356164,22.7,26.700000000000003,Earnings Breakout + Momentum,6,9,1,0.1166990323104291,12-18%
LTM.NS,LTM.NS,Technology,Information Technology Services,4312.0,0.419345,0.2,0.7142857142857143,0.6623,0.419345,0.0,1755.23,-59.29,25.523853,0.21285,9.582,0,1278340759552,1.74,29.416857440166496,15.139,5179.5001344,8.434524873546811,4.413356398705348,15.6,23.4,Earnings Breakout + Momentum,6,9,1,0.11452512991881608,12-18%
UTLSOLAR.NS,UTLSOLAR.NS,Technology,Solar,205.73,0.2733333333333333,0.4,0.1666666666666666,0.5,0.2733333333333333,0.0,58.76,-71.44,25.305042,0.0,138.421,0,63037923328,0.0,31.647300436312158,17.196,0.0,44.81422060121323,76.28003426262846,73.8,120.6,Earnings Breakout + Momentum,6,9,1,0.11171217244730036,12-18%
MARSONS.NS,MARSONS.NS,Industrials,Electrical Equipment & Parts,150.28,0.345,0.2,0.5714285714285714,0.5,0.345,0.0,18.6,-87.62,78.680626,0.2724,0.321,0,25863188480,0.0,22.517382122113705,20.427,-13.0844128,372.94719025978463,178.93028526315663,66.0,153.1,Earnings Breakout + Momentum,6,9,1,0.11073130196531221,12-18%
SHANTIGOLD.NS,SHANTIGOLD.NS,Consumer Cyclical,Luxury Goods,205.31,0.3316666666666666,0.4,0.3333333333333333,0.5,0.3316666666666666,0.0,172.75,-14.52,13.7483,0.0,34.024,0,14570602496,0.0,23.75333771009085,14.378999,0.0,37.20662746481691,156.707454324857,61.6,326.6,Earnings Breakout + Momentum,6,9,1,0.10920770432925424,12-18%
INDOTECH.NS,INDOTECH.NS,Industrials,Electrical Equipment & Parts,1211.5,0.465,0.4,0.7142857142857143,0.5,0.465,0.0,738.16,-39.07,15.288996,0.29797,3.617,0,12873552896,0.0,30.127205131817277,16.274999,-6.2898624,29.66637987290992,73.69872520848399,25.1,39.8,Earnings Breakout + Momentum,6,9,1,0.10873070504658779,12-18%
INOXINDIA.NS,INOXINDIA.NS,Industrials,Specialty Industrial Machinery,1123.2,0.431374,0.4,0.5714285714285714,0.60916,0.431374,0.0,255.89,-77.07,41.39837,0.28408,10.139,0,101301141504,0.18,33.462260321354734,19.622,-25.3462256,19.074584725568023,20.09359522456997,16.900000000000002,22.8,Earnings Breakout + Momentum,6,9,1,0.106719232055103,12-18%
IRB.NS,IRB.NS,Industrials,Infrastructure Operations,41.79,0.44761375,0.2,0.8571428571428571,0.517425,0.44761375,0.0,90.35,116.62,3.8266056,0.38373002,102.312,0,251947827200,0.67,21.181524555797832,24.805,288.917632,7.42002515267357,161.74522493581125,-8.7,35.3,Earnings Breakout + Momentum,7,9,1,0.10630042882607908,12-18%
SOLARINDS.NS,SOLARINDS.NS,Basic Materials,Specialty Chemicals,13916.0,0.415,0.4,0.5714285714285714,0.5,0.415,0.0,1360.55,-90.22,95.622894,0.30285,16.425,0,1259259559936,0.08,32.43120404717037,23.637,-659.3212416,24.341811347147924,39.9447770243917,21.4,20.7,Earnings Breakout + Momentum,6,9,1,0.10572263697725873,12-18%
KPEL.NS,KPEL.NS,Industrials,Engineering & Construction,318.3,0.2749999999999999,0.0,0.5714285714285714,0.5,0.2749999999999999,0.0,158.45,-50.84,16.25315,0.43458,121.934,0,21564137472,0.24,27.79632447639344,20.015,-208.6004736,55.352351810976415,84.81990530498496,51.4,42.6,Earnings Breakout + Momentum,6,9,1,0.10544598151831773,12-18%
ECLERX.NS,ECLERX.NS,Technology,Information Technology Services,4602.6,0.5506074999999999,0.6,0.7142857142857143,0.60405,0.5506074999999999,0.0,1268.19,-72.26,35.7288,0.26288998,15.04,0,211749355520,0.02,32.67557536293859,22.745001,442.3021056,15.928760821799548,9.036660709032908,20.8,30.7,Earnings Breakout + Momentum,6,9,1,0.10498599181492269,12-18%
SUZLON.NS,SUZLON.NS,Industrials,Specialty Industrial Machinery,49.01,0.352066,0.0,0.7142857142857143,0.68044,0.352066,0.0,17.23,-64.83,21.207794,0.50545,5.051,0,671801409536,0.0,22.807963561563326,16.869,-123.9487488,18.1865353667982,118.13455646025048,84.7,520.0,Earnings Breakout + Momentum,6,9,1,0.10284480098729526,12-18%
AJANTPHARM.NS,AJANTPHARM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,2706.4,0.5349999999999999,0.6,0.7142857142857143,0.5,0.5349999999999999,0.0,778.33,-71.22,34.698483,0.24365999,5.698,0,338040619008,2.07,31.898979139862053,24.068001,207.0749952,11.7855225519361,8.899471821491357,14.099999999999998,20.6,Earnings Breakout + Momentum,6,9,1,0.10247162340850367,12-18%
PREMIERPOL.NS,PREMIERPOL.NS,Basic Materials,Specialty Chemicals,50.13,0.2733333333333333,0.4,0.1666666666666666,0.5,0.2733333333333333,0.0,0.0,0.0,0.0,0.0,12.992,0,5090484224,0.3,30.36396029524052,12.849,0.0,7.512549749588682,38.53031796964386,27.6,39.1,Earnings Breakout + Momentum,6,9,1,0.10227126827808113,12-18%
STEELCAS.NS,STEELCAS.NS,Basic Materials,Steel,203.94,0.4483333333333333,0.4,0.6666666666666666,0.5,0.4483333333333333,0.0,83.9,-58.87,23.155504,0.27554,0.0,0,20671830016,0.71,30.06125745774647,17.193002,-26.9452736,7.518431651298663,29.463990075195422,118.3,178.7,Earnings Breakout + Momentum,6,9,1,0.10146799858007766,12-18%
LLOYDSENGG.NS,LLOYDSENGG.NS,Industrials,Specialty Industrial Machinery,50.89,0.2249999999999999,0.0,0.4285714285714285,0.5,0.2249999999999999,0.0,14.52,-71.51,48.98077,0.17052001,15.717,0,75083644928,0.49,21.100433476296416,13.541001,-692.1446912,156.83291733554577,158.8436365263033,49.3,62.5,Earnings Breakout + Momentum,6,9,1,0.1010192192357243,12-18%
GODFRYPHLP.NS,GODFRYPHLP.NS,Consumer Defensive,Tobacco,2227.1,0.32131375,0.0,0.7142857142857143,0.475425,0.32131375,0.0,828.9,-62.75,27.223785,0.24123,3.005,0,347059421184,1.66,28.120415378801358,22.114,731.9729664,28.123327242578757,34.75817409352031,-6.9,22.5,Earnings Breakout + Momentum,7,9,1,0.10080519906125988,12-18%
TARIL.NS,TARIL.NS,Industrials,Electrical Equipment & Parts,265.9,0.2446941666666666,0.2,0.3333333333333333,0.38685,0.2446941666666666,0.0,95.22,-64.07,29.477198,0.0,26.723,0,79543943168,0.08,20.773406315897024,15.867,0.0,20.23274437500524,148.3595265624829,31.7,34.1,Earnings Breakout + Momentum,6,9,1,0.10056358660719122,12-18%
QPOWER.NS,QPOWER.NS,Industrials,Electrical Equipment & Parts,656.1,0.2838666666666666,0.2,0.3333333333333333,0.648,0.2838666666666666,0.0,120.06,-81.8,62.47159,0.0,5.486,0,51089870848,0.15,26.37041550402625,16.238001,0.0,23.608235470844853,58.82896528304047,118.2,95.8,Earnings Breakout + Momentum,6,9,1,0.09761883827957409,12-18%
CIGNITITEC.NS,CIGNITITEC.NS,Technology,Information Technology Services,1659.5,0.605,0.8,0.7142857142857143,0.5,0.605,0.0,976.21,-41.27,16.076023,0.29424998,1.799,0,45785800704,0.0,28.477574374367894,15.953,-298.4420864,17.497088479274204,29.700998337376028,13.6,55.60000000000001,Earnings Breakout + Momentum,6,9,1,0.09721820457375192,12-18%
AVANTIFEED.NS,AVANTIFEED.NS,Consumer Defensive,Packaged Foods,829.45,0.594295,0.6,0.7142857142857143,0.8953,0.594295,0.0,474.91,-42.64,18.249945,0.20798999,0.441,0,112865624064,1.09,26.257532924129475,11.092,705.5870464,3.6056943331638,33.63819165665036,18.8,34.9,Earnings Breakout + Momentum,6,9,1,0.09639026096565605,12-18%
BAJAJ-AUTO.NS,BAJAJ-AUTO.NS,Consumer Cyclical,Auto Manufacturers,9579.5,0.5200389999999999,0.8,0.4285714285714285,0.60026,0.5200389999999999,0.0,2864.13,-70.07,32.122715,0.25572002,57.257,0,2672157523968,2.19,23.88827887557664,24.033001,2896.4837376,15.306744181930563,5.908890622274376,19.5,52.7,Earnings Breakout + Momentum,6,9,1,0.09553816172120819,12-18%
TDPOWERSYS.NS,TDPOWERSYS.NS,Industrials,Specialty Industrial Machinery,678.1,0.485,0.6,0.5714285714285714,0.5,0.485,0.0,135.96,-79.93,50.69985,0.24018,3.717,0,105812115456,0.29,26.900710465954678,17.108999,-91.1136512,17.008822702665437,35.29202503649766,47.7,45.8,Earnings Breakout + Momentum,6,9,1,0.09547489154917058,12-18%
HBLENGINE.NS,HBLENGINE.NS,Industrials,Electrical Equipment & Parts,878.25,0.5349999999999999,0.6,0.7142857142857143,0.5,0.5349999999999999,0.0,192.85,-78.1,38.11472,0.38127,4.396,0,244056293376,0.11,24.7953487037987,43.493998,-9.0761624,17.23261281095676,43.40328774389823,134.7,346.0,Earnings Breakout + Momentum,6,9,1,0.09510701909011886,12-18%
LLOYDSME.NS,LLOYDSME.NS,Basic Materials,Steel,1238.7,0.2454899999999999,0.0,0.4285714285714285,0.6366,0.2454899999999999,0.0,328.19,-73.43,38.342133,0.25819,100.054,0,671745048576,0.08,26.08646666042241,24.006,-4981.7051136,113.45263312931118,146.0220059764436,167.6,89.9,Earnings Breakout + Momentum,6,9,1,0.09461810075115683,12-18%
FIEMIND.NS,FIEMIND.NS,Consumer Cyclical,Auto Parts,2251.8,0.5571999999999999,0.6,0.7142857142857143,0.648,0.5571999999999999,0.0,892.44,-60.33,26.084185,0.22563,5.696,0,59206074368,1.33,26.75821055962273,11.188,51.653024,15.583774613157097,29.58988590024734,17.2,26.9,Earnings Breakout + Momentum,6,9,1,0.09458536213270004,12-18%
BHARTIHEXA.NS,BHARTIHEXA.NS,Communication Services,Telecom Services,1535.2,0.315,0.4,0.2857142857142857,0.5,0.315,0.0,294.43,-80.82,49.76337,0.26943,105.803,0,767599968256,0.63,25.50613707725,30.855,1956.3749376,16.506249402778806,-3.7410604971057415,10.5,66.4,Earnings Breakout + Momentum,6,9,1,0.09436941288505815,12-18%
ANTELOPUS.NS,ANTELOPUS.NS,Energy,Oil & Gas E&P,577.05,0.2801633333333333,0.4,0.1666666666666666,0.5455333333333333,0.2801633333333333,0.0,242.83,-57.92,12.301215,-0.012619999,0.0,0,20300308480,0.0,21.06090483695065,51.23,-23.8402368,49.53330546281411,95.3518842356272,11.1,59.9,Earnings Breakout + Momentum,6,9,1,0.0940591065442706,12-18%
ZYDUSLIFE.NS,ZYDUSLIFE.NS,Healthcare,Drug Manufacturers - Specialty & Generic,883.75,0.338955625,0.0,0.7142857142857143,0.5930375,0.338955625,0.0,525.87,-40.58,18.10927,0.19254999,34.305,0,890809286656,1.24,22.564945838525805,21.226999,2844.3500544,15.03886911852199,0.28296237522345,16.900000000000002,38.1,Earnings Breakout + Momentum,6,9,1,0.09170703009339182,12-18%
NILAINFRA.NS,NILAINFRA.NS,Real Estate,Real Estate - Development,8.66,0.325,0.0,0.7142857142857143,0.5,0.325,0.0,7.38,-14.83,14.931035,0.13936,13.641,0,3411080448,0.0,18.54688671497978,10.394,4.0352248,44.28781672091273,117.8890286956272,86.0,15.4,Earnings Breakout + Momentum,6,9,1,0.09168495475422211,12-18%
JBCHEPHARM.NS,JBCHEPHARM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,1856.3,0.4016666666666666,0.6,0.3333333333333333,0.5,0.4016666666666666,0.0,510.01,-72.53,39.08,0.0,1.075,0,297815605248,0.83,26.05309610875332,23.524,0.0,16.79219063914681,19.619140278899884,10.5,21.6,Earnings Breakout + Momentum,6,9,1,0.09130403236394861,12-18%
